,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
local_dmfe_80,0.21031953394412994,0.16462837159633636,0.19774147868156433,0.17193950712680817,0.06442010402679443,0.8114558458328247,0.09308698028326035,0.31335487961769104,0.10363893955945969,0.2587642967700958,0.16771723330020905,0.0882582888007164,0.08791851252317429,0.2075997143983841,0.2894720435142517,0.11880233883857727,0.08550047129392624,0.07770852744579315,0.053776733577251434,0.23921217024326324
local_mfe_90,0.3242107033729553,0.16891154646873474,0.3658265173435211,0.15287047624588013,0.07778654247522354,0.2882656157016754,0.4393623173236847,0.15880705416202545,0.3300360441207886,0.11267059296369553,0.07631798833608627,0.3262941539287567,0.17352943122386932,0.2133847177028656,0.3239268958568573,0.12943938374519348,0.21312305331230164,0.23525632917881012,0.06450183689594269,0.24386295676231384
local_dmfe_90,0.18990087509155273,0.22185321152210236,0.2699461579322815,0.11822966486215591,0.08451315760612488,0.27745291590690613,0.20963089168071747,0.0981462225317955,0.19291377067565918,0.24153085052967072,0.17609506845474243,0.3018268644809723,0.13658757507801056,0.38149839639663696,0.18791045248508453,0.24599707126617432,0.19902239739894867,0.24788084626197815,0.08038422465324402,0.1730135828256607
num_sORF,0.38291090726852417,0.6658260822296143,0.6406381130218506,1.098517656326294,0.6078441143035889,0.7392908334732056,0.28151893615722656,0.7474258542060852,0.9031388759613037,0.9792487025260925,0.912295401096344,0.8632286190986633,0.8287718296051025,0.8315143585205078,0.8573597073554993,0.6199682354927063,0.30405890941619873,1.216590166091919,0.43423908948898315,0.5562214255332947
max_sORF_len,1.5777372121810913,2.377983808517456,2.0994317531585693,3.021928071975708,1.8731634616851807,2.1249759197235107,0.8520990014076233,1.5118374824523926,1.7788631916046143,2.8453567028045654,2.7420289516448975,1.322762370109558,2.634295701980591,2.568258762359619,1.6143629550933838,4.252486228942871,1.9434564113616943,3.0392673015594482,2.4870870113372803,2.704974412918091
mean_sORF_len,3.1734745502471924,2.856234312057495,3.0423104763031006,3.1340785026550293,3.897836685180664,3.6505467891693115,2.9911794662475586,2.652413845062256,2.693660020828247,4.497491836547852,2.7819607257843018,3.239118814468384,2.5497851371765137,3.74784255027771,2.2074179649353027,4.336271286010742,1.8286676406860352,3.1198842525482178,1.793654203414917,2.5256972312927246
num_sORF_win30,0.04172995314002037,0.06621522456407547,0.03946836665272713,0.045379798859357834,0.09752616286277771,0.2135414481163025,0.09964148700237274,0.06101904436945915,0.045001186430454254,0.1353396326303482,0.1281544268131256,0.06648954749107361,0.052174270153045654,0.051660988479852676,0.12994444370269775,0.3973832428455353,0.06026873365044594,0.05486854910850525,0.025265563279390335,0.09990851581096649
max_sORF_win30,0.1484505534172058,0.12736093997955322,0.12219303846359253,0.14227734506130219,0.1056610718369484,0.24371233582496643,0.0848015770316124,0.03470862656831741,0.1062832847237587,0.10927397012710571,0.1300175040960312,0.1475958377122879,0.07370252162218094,0.21893639862537384,0.46333518624305725,0.12462202459573746,0.0821557343006134,0.050949711352586746,0.022198723629117012,0.17286354303359985
mean_sORF_win30,0.11526645720005035,0.04022673889994621,0.15020065009593964,0.14249370992183685,0.0676860511302948,0.20581425726413727,0.15596823394298553,0.06776154786348343,0.10640104115009308,0.04685685783624649,0.09817065298557281,0.09484707564115524,0.06754125654697418,0.1849767118692398,0.21888603270053864,0.22151854634284973,0.08387617021799088,0.09148909896612167,0.020565582439303398,0.12675441801548004
num_sORF_win200,0.3402869999408722,0.11075697094202042,0.24154974520206451,0.20881636440753937,0.2139512002468109,0.3967767655849457,0.26069843769073486,0.12311302870512009,0.25118058919906616,0.8049676418304443,0.268701434135437,0.47795799374580383,0.09928246587514877,1.240438461303711,0.09922416508197784,0.05360369384288788,0.15921467542648315,0.36917388439178467,0.12568338215351105,0.1254987269639969
max_sORF_win200,0.42768922448158264,0.40515848994255066,0.7412534952163696,0.8354321122169495,0.36840346455574036,0.7501652240753174,0.32207733392715454,0.39202120900154114,0.645081639289856,0.4944583773612976,0.22104202210903168,0.3571469485759735,0.7176434993743896,0.9782211780548096,0.4384675621986389,0.38233092427253723,0.6931578516960144,0.6445250511169434,0.6785982847213745,0.346981942653656
mean_sORF_win200,0.7282992601394653,0.8112831711769104,1.0009154081344604,0.4510669708251953,0.5341143012046814,0.6211450695991516,0.5817479491233826,1.052736759185791,0.7581226229667664,0.6909928321838379,0.4951745867729187,0.4481429159641266,0.8157399892807007,1.0880074501037598,1.5751190185546875,1.0430521965026855,1.186545729637146,0.7316434979438782,0.7910159826278687,0.7903603315353394
chimeraARS,1.6156013011932373,0.4925697147846222,0.9749971628189087,0.5074201226234436,1.1551628112792969,0.6760371923446655,0.43952253460884094,0.7648603916168213,1.0869172811508179,0.49078473448753357,0.8715451955795288,0.8419771194458008,1.0987902879714966,1.393581509590149,0.5193663239479065,0.5589534044265747,0.5189186334609985,1.3115870952606201,0.5374485850334167,0.4818306863307953
ENC,1.7186553478240967,0.38208118081092834,1.9631757736206055,1.8031244277954102,1.0248435735702515,1.4470781087875366,0.9903821349143982,0.9675570726394653,1.2686781883239746,0.8741399049758911,0.7422767281532288,1.3557721376419067,0.7927516102790833,1.7619028091430664,1.1307404041290283,0.6504883766174316,0.8636171817779541,1.1754491329193115,0.5564098954200745,0.7518249154090881
CAI_all,0.7760694622993469,0.5363814830780029,2.5224015712738037,1.461531162261963,0.7909975647926331,2.030771493911743,0.2637779116630554,0.285531222820282,1.0094611644744873,1.0439574718475342,0.9899898171424866,1.7969260215759277,0.4782184362411499,1.446147084236145,0.6396798491477966,1.0506377220153809,0.4059002101421356,1.645536184310913,0.14771392941474915,0.5596923232078552
CAI_all_std,1.0094321966171265,1.6472768783569336,2.2371184825897217,1.4926186800003052,1.4138263463974,1.4032096862792969,0.9523395895957947,1.4468016624450684,1.3685106039047241,1.5738344192504883,1.409348487854004,1.9517440795898438,1.2990694046020508,2.651082992553711,1.104474663734436,1.633335828781128,0.8335755467414856,1.0143681764602661,0.41640329360961914,1.154489278793335
CAI_all_f50,0.3785293400287628,0.34230488538742065,0.5754831433296204,0.4798491299152374,0.4963098466396332,0.4095529019832611,0.14949317276477814,0.20935314893722534,0.2850894033908844,0.27037617564201355,0.33045485615730286,0.17818966507911682,0.1100829690694809,0.6248622536659241,0.21177910268306732,0.4296293258666992,0.29740071296691895,0.5281821489334106,0.11884091049432755,0.35975974798202515
CAI_all_l50,0.4177200496196747,0.4157807528972626,1.2349801063537598,0.7806756496429443,0.682413637638092,0.7804858088493347,0.1678636223077774,0.26474711298942566,0.3641928434371948,0.2934436500072479,0.41679033637046814,0.25031429529190063,0.23169833421707153,1.0689798593521118,0.19288557767868042,0.30648449063301086,0.3009864389896393,0.9940012693405151,0.18563778698444366,0.408359557390213
CAI_he,1.768662452697754,2.1414027214050293,1.8988006114959717,2.5138676166534424,1.1439309120178223,1.998862624168396,0.7160727381706238,4.036194324493408,2.8739349842071533,1.4380693435668945,0.8612836003303528,2.1174919605255127,4.367345333099365,2.175403594970703,3.5651535987854004,0.7399041652679443,3.4533557891845703,0.6742271780967712,1.801239252090454,3.7933144569396973
CAI_he_std,0.9377649426460266,0.33412978053092957,0.807883083820343,0.5172223448753357,0.9682387113571167,1.2289183139801025,0.6362839341163635,0.7121942639350891,1.2356330156326294,0.6356915235519409,2.1989693641662598,0.49325478076934814,1.188407301902771,1.914070725440979,1.500540018081665,0.7743276357650757,1.0792893171310425,0.9505324959754944,0.32941141724586487,1.2779319286346436
CAI_he_f50,1.7567509412765503,0.2913845181465149,0.9965775012969971,0.38243362307548523,1.322403907775879,1.3672585487365723,1.0506079196929932,0.6458359360694885,1.6216567754745483,0.6395447850227356,0.7649427056312561,0.7321571111679077,0.5508930683135986,0.8063024282455444,0.6997635960578918,0.2736837863922119,0.3572012782096863,1.654791235923767,0.1964528113603592,0.9713509678840637
CAI_he_l50,1.2049274444580078,0.3134128451347351,0.8579143285751343,0.46196696162223816,0.7106279730796814,0.6637331247329712,0.44064411520957947,0.3536032438278198,0.564937949180603,0.5486225485801697,0.6570496559143066,1.0274534225463867,0.23985430598258972,1.0579431056976318,0.47291237115859985,1.2189464569091797,0.4499407112598419,0.6419411301612854,0.22361527383327484,0.5701692700386047
RCA_all,3.120124101638794,3.802842378616333,4.972963333129883,3.241928815841675,3.8076436519622803,5.172896385192871,3.8962886333465576,3.3426027297973633,5.023600101470947,2.623534917831421,3.991239070892334,3.837163209915161,4.01804256439209,4.341426849365234,3.68129301071167,3.591684341430664,3.562037706375122,2.26643967628479,3.3465325832366943,3.4492275714874268
RCA_all_std,1.9451234340667725,1.3823416233062744,2.0170645713806152,0.6386927366256714,0.8774619698524475,1.3569039106369019,1.1668148040771484,0.5158769488334656,0.6313775777816772,0.9552596807479858,0.637700080871582,0.6904832124710083,0.36639925837516785,1.349410891532898,0.6235915422439575,0.5156203508377075,0.4049430787563324,0.5006766319274902,0.3088250458240509,0.42654696106910706
RCA_all_f50,0.6199645400047302,0.161484956741333,1.1131597757339478,0.30516570806503296,0.26513347029685974,0.7994957566261292,0.5142001509666443,0.18649305403232574,0.3717440962791443,0.2427850067615509,0.29047656059265137,0.975982666015625,0.5547463893890381,0.9519937038421631,0.43025803565979004,0.2574247419834137,0.3659854531288147,0.44676265120506287,0.16624070703983307,0.6877133846282959
RCA_all_l50,0.9309543967247009,0.6470744609832764,1.6008776426315308,1.2442206144332886,0.6733807921409607,1.5627321004867554,0.6209995150566101,0.6965259313583374,0.5673115849494934,0.7624123096466064,0.5189133882522583,0.8411188721656799,0.5878007411956787,0.5744158029556274,0.8886124491691589,0.6771953105926514,0.7298405766487122,1.2076544761657715,0.17367824912071228,0.41580384969711304
RCA_he,4.717092990875244,4.118771076202393,3.2001028060913086,4.211948394775391,2.461975336074829,3.519901752471924,2.310631275177002,6.120594024658203,4.634913921356201,3.7470695972442627,1.5435515642166138,4.3746137619018555,6.185092449188232,5.355823040008545,5.233047008514404,0.6770042181015015,4.840480804443359,2.0331404209136963,6.815602779388428,5.5622758865356445
RCA_he_std,0.9489055275917053,0.7640295028686523,1.6416151523590088,0.9818517565727234,0.6291351914405823,1.0822010040283203,0.8360006809234619,0.7644729614257812,2.3075995445251465,1.777212142944336,1.0376616716384888,0.8661633133888245,1.043209433555603,0.9684938192367554,1.1671580076217651,0.46671587228775024,1.8817087411880493,0.7543665766716003,0.8718352913856506,1.7394260168075562
RCA_he_f50,0.9666594862937927,0.20690715312957764,1.3073495626449585,0.6197839975357056,0.5726167559623718,1.15742826461792,0.3887467682361603,0.33808547258377075,0.7951842546463013,0.8254143595695496,0.41872334480285645,0.9413257241249084,0.46312329173088074,1.0947434902191162,0.5160160064697266,0.6384888291358948,0.5296059250831604,1.0561115741729736,0.13216228783130646,0.8438786864280701
RCA_he_l50,0.7312304377555847,0.5500096082687378,0.626069188117981,0.8662768602371216,0.9509329795837402,1.3269044160842896,0.4851151704788208,0.6482716202735901,1.310210943222046,0.769802451133728,1.0414056777954102,0.7444029450416565,0.9447568655014038,1.011098861694336,1.3284677267074585,0.5891730785369873,1.897559404373169,1.0976747274398804,0.14556944370269775,0.9270742535591125
tAI,24.58246612548828,26.2153263092041,25.980093002319336,25.601266860961914,32.747108459472656,25.930105209350586,25.964824676513672,18.83198356628418,16.19190788269043,28.54832649230957,33.422691345214844,27.33475112915039,17.706443786621094,25.05588722229004,14.638547897338867,32.18345642089844,12.067683219909668,31.233598709106445,25.42152976989746,14.661426544189453
tAI_std,1.7583218812942505,0.5752167105674744,2.4016470909118652,1.6239782571792603,1.0350356101989746,2.0844593048095703,0.7790027260780334,0.7017837762832642,1.2839125394821167,2.298267126083374,0.7789379358291626,2.2475595474243164,0.27768832445144653,3.065272569656372,0.6330441236495972,0.799734354019165,0.19053949415683746,1.7097854614257812,0.14738236367702484,0.34489041566848755
tAI_f50,1.6778631210327148,2.873310089111328,1.5223920345306396,2.001753807067871,1.0788347721099854,2.607914447784424,2.4209201335906982,1.9520658254623413,2.96323299407959,3.6725335121154785,1.6340714693069458,2.149925947189331,3.5911202430725098,2.4677698612213135,1.598738670349121,1.535186767578125,2.2678418159484863,1.686127781867981,2.572113037109375,2.427677631378174
tAI_l50,2.275012731552124,0.8743324875831604,2.3701114654541016,1.977052092552185,1.0114333629608154,2.075829267501831,1.0281596183776855,1.4820756912231445,2.2940762042999268,1.0050468444824219,1.6031692028045654,1.7324573993682861,1.7970852851867676,2.088186025619507,1.7865986824035645,1.438645362854004,2.0044119358062744,1.460460901260376,0.8189980983734131,2.153010368347168
RCBS,1.5495480298995972,1.1999320983886719,3.9164481163024902,1.967299461364746,2.7397360801696777,3.159902811050415,1.987427830696106,2.312535524368286,2.4263947010040283,1.8264352083206177,2.051926851272583,2.0365664958953857,2.2727513313293457,2.966536283493042,2.58548641204834,1.3555688858032227,2.209500551223755,2.0277438163757324,1.090979814529419,3.422534704208374
RCBS_f50,0.4319310784339905,0.6755083799362183,0.9118087887763977,0.3417147397994995,0.43993079662323,0.48949581384658813,0.32335320115089417,0.10209242254495621,0.25925275683403015,0.27738311886787415,0.4622230529785156,0.5684027671813965,0.27868181467056274,1.82344651222229,0.439414918422699,0.16484272480010986,0.15751191973686218,0.23765188455581665,0.270511656999588,0.27505049109458923
RCBS_l50,0.8757807016372681,0.6112852692604065,0.9026696085929871,0.3030768930912018,0.3562428653240204,0.7397215366363525,0.2613055109977722,0.23099170625209808,0.196509450674057,0.18793819844722748,1.0132724046707153,0.6073199510574341,0.1745300143957138,0.8393566012382507,0.33794930577278137,0.2013780176639557,0.5445674061775208,0.8312111496925354,0.10531466454267502,0.23036013543605804
ATG_UTR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005721145425923169,0.0,0.0,0.0
ATG_ORF,0.05108460783958435,0.03414321690797806,0.05547616258263588,0.0,0.0956333801150322,0.02740434743463993,0.024375155568122864,0.01692364551126957,0.08167128264904022,0.08962301909923553,0.1628721058368683,0.058251019567251205,0.029805459082126617,0.041653528809547424,0.021465301513671875,0.0,0.024028003215789795,0.04864196106791496,0.012368525378406048,0.007681450806558132
ATG_main_score,1.5496983528137207,2.0010147094726562,2.8487699031829834,1.5093055963516235,1.3854576349258423,2.048330545425415,1.0579158067703247,2.816033363342285,1.6330562829971313,1.5124629735946655,0.883618950843811,1.9099839925765991,0.8440834283828735,2.527819871902466,2.348252296447754,2.3420093059539795,0.823427677154541,1.7349693775177002,0.5530557632446289,2.702242612838745
ATG_ORF_win30,0.020341547206044197,0.005403604824095964,0.0091181555762887,0.0,0.002999461954459548,0.0,0.003113200655207038,0.0026266013737767935,0.0031729950569570065,0.0,0.0,0.0,0.0038305800408124924,0.023362206295132637,0.04085610806941986,0.0,0.016056442633271217,0.0,0.015810100361704826,0.021519111469388008
